run_time
0.001005967
0
0
0.002687295
0.005645672
0.003591537
0.009305795
0.007173379
0.010952075
0.0117956
0.011665106
0.01356705
0.019713243
0.018602053
0.026606003
0.024139404
0.033853213
0.033944368
0.04206268
0.045164188
0.052475214
0.056702932
0.064984878
0.068703413
0.078302463
0.081309716
0.096830845
0.097969691
0.106044928
0.118664503
0.13385574
0.141759952
0.16562287
0.17039458
0.180487235
0.189369043
0.22798419
0.216546694
0.269590219
0.235975186
0.26494352
0.321708679
0.304333289
0.317930222
0.348331769
0.377897104
0.373326699
