run_time
0.001197735
0.002931754
0.003546317
0.005486806
0.007610162
0.011038303
0.012760957
0.01444602
0.017015457
0.023943504
0.030321201
0.034400225
0.037050247
0.056417306
0.069975853
0.0531195
0.0777541
0.066547076
0.069810867
0.074059963
0.08705314
0.088076512
0.125258764
0.117076079
0.120471875
0.132761478
0.152578115
0.164006551
0.190705061
0.646150668
0.624706666
0.421396494
0.417249521
0.296397845
0.231918653
0.261153221
0.263297876
0.32904315
0.276369572
0.322642167
0.356909513
0.361768643
0.397189458
0.448560953
0.499392351
0.432695786
0.490775744
