run_time
0.000851234
0.000341177
0.001094421
0.001333555
0.00134325
0.002342621
0.003038645
0.003338099
0.004206181
0.004928509
0.006724993
0.007482608
0.008286317
0.009864887
0.012112379
0.012712161
0.015323559
0.018924554
0.02042977
0.021392266
0.027587016
0.02968812
0.034287373
0.038619836
0.039652983
0.043658415
0.058597803
0.050705989
0.054169099
0.057459752
0.064585765
0.077621142
0.094844818
0.089379787
0.092052619
0.09683919
0.115783135
0.118650516
0.166702986
0.144979715
0.153418382
0.193503698
0.161208153
0.166904132
0.20542717
0.189546029
0.202133497
